Depth mm.,230Th Age,Tuned Age,d18O VPDB
670,6147,6121,-8.45
670.5,6152,6128,-8.35
671,6157,6135,-8.31
671.5,6163,6141,-8.37
672,6168,6148,-8.26
672.5,6173,6155,-7.94
673,6178,6161,-8.13
673.5,6183,6167,-8.13
674,6188,6173,-8.34
674.5,6190,6179,-8.13
675,6193,6186,-8.29
675.5,6195,6192,-8.34
676,6198,6198,-8.31
676.5,6200,6204,-8.3
676.7,6201,6206,-8.34
677,6203,6210,-8.43
677.2,6204,6212,-7.8
677.5,6205,6216,-7.36
677.5,6205,6216,-7.24
677.6,6206,6217,-7.18
677.7,6206,6219,-7.43
678,6208,6222,-8.65
678.5,6210,6228,-8.15
679,6213,6234,-8.04
679.5,6215,6241,-8.12
680,6218,6247,-8.3
680.5,6220,6253,-8.18
681,6223,6259,-8.14
681.5,6225,6265,-8.21
682,6227,6268,-8
682.5,6230,6270,-8.15
683,6232,6273,-8.2
683.5,6235,6275,-8.35
684,6237,6278,-8.3
684.5,6240,6280,-8.44
685,6242,6283,-8.52
685.5,6245,6285,-8.35
686,6247,6288,-8.41
686.5,6250,6290,-8.43
687,6252,6293,-8.42
687.5,6255,6295,-8.45
688,6257,6298,-8.43
688.5,6261,6300,-8.49
689,6264,6303,-8.48
689.3,6266,6304,-8.48
689.5,6268,6305,-8.25
689.8,6270,6306,-8.35
690,6271,6308,-8.37
690.3,6273,6309,-8.38
690.5,6275,6310,-8.45
690.8,6277,6311,-8.42
691,6279,6313,-8.55
691.5,6282,6315,-8.61
692,6286,6319,-8.54
692.5,6289,6324,-8.44
693,6293,6328,-8.37
693.5,6296,6333,-8.39
694,6300,6337,-8.35
694.5,6304,6342,-8.25
695,6307,6346,-8.39
695.5,6311,6351,-8.28
696,6314,6355,-8.36
696.5,6318,6359,-8.25
697,6322,6364,-8.3
697.5,6325,6368,-8.39
698,6329,6373,-8.29
698.5,6332,6377,-8.39
699,6336,6382,-8.37
699.5,6339,6386,-8.21
700,6343,6391,-8.27
700.5,6347,6395,-8.15
701,6350,6398,-8.37
701.5,6354,6401,-8.24
702,6357,6404,-8.5
702.5,6361,6407,-8.43
703,6365,6410,-8.54
703.5,6368,6413,-8.5
704,6372,6417,-8.51
704.5,6375,6420,-8.54
705,6379,6423,-8.49
705.5,6382,6426,-8.4
706,6386,6429,-8.36
706.5,6390,6432,-8.34
707,6393,6435,-8.32
707.5,6397,6438,-8.45
708,6400,6441,-8.4
708.5,6404,6444,-8.4
709,6408,6447,-8.33
709.5,6411,6450,-8.39
710,6415,6453,-8.47
710.5,6418,6457,-8.44
711,6422,6460,-8.62
711.5,6426,6463,-8.62
712,6429,6466,-8.6
712.5,6433,6469,-8.62
713,6436,6472,-8.58
713.5,6440,6475,-8.6
714,6443,6478,-8.52
714.5,6447,6481,-8.53
715,6451,6484,-8.52
715.5,6454,6487,-8.55
716,6458,6490,-8.41
716.5,6461,6493,-8.43
717,6465,6497,-8.74
717.5,6469,6500,-8.69
718,6472,6503,-8.64
718.5,6476,6506,-8.58
719,6479,6509,-8.55
719.5,6483,6512,-8.68
720,6486,6515,-8.78
720.5,6490,6518,-8.62
721,6494,6521,-8.62
721.5,6497,6524,-8.6
722,6501,6527,-8.66
722.5,6504,6530,-8.64
723,6508,6533,-8.61
723.5,6512,6537,-8.6
724,6515,6540,-8.64
724.5,6519,6543,-8.63
725,6522,6546,-8.65
725.5,6526,6549,-8.6
726,6529,6552,-8.65
726.5,6533,6555,-8.37
727,6537,6558,-8.6
727.5,6540,6561,-8.58
728,6544,6564,-8.57
728.5,6547,6567,-8.41
729,6551,6570,-8.41
729.5,6555,6573,-8.68
730,6558,6577,-8.6
730.5,6562,6580,-8.6
731,6565,6583,-8.54
731.5,6569,6586,-8.56
732,6572,6589,-8.47
732.5,6576,6592,-8.6
733,6580,6595,-8.59
733.5,6583,6598,-8.6
734,6587,6601,-8.63
734.5,6590,6604,-8.51
735,6594,6607,-8.57
735.5,6598,6610,-8.65
736,6602,6613,-8.59
736.5,6607,6617,-8.63
737,6611,6620,-8.68
737.5,6615,6623,-8.61
738,6619,6626,-8.44
738.5,6623,6629,-8.49
739,6628,6632,-8.6
739.5,6632,6635,-8.22
740,6636,6638,-8.46
740.5,6640,6641,-8.66
741,6644,6644,-8.79
741.5,6649,6647,-8.72
742,6653,6650,-8.7
742.5,6657,6653,-8.64
743,6661,6657,-8.77
743.5,6665,6660,-8.74
744,6670,6663,-8.67
744.5,6674,6666,-8.65
745,6678,6669,-8.51
745.5,6682,6672,-8.51
746,6686,6675,-8.33
746.5,6691,6678,-8.56
747,6695,6681,-8.57
747.5,6699,6684,-8.7
748,6703,6687,-8.53
748.5,6707,6690,-8.62
749,6712,6693,-8.54
749.5,6716,6697,-8.43
750,6720,6700,-8.44
750.5,6724,6703,-8.51
751,6728,6706,-8.52
751.5,6733,6709,-8.78
752,6737,6712,-8.43
752.5,6741,6715,-8.34
753,6745,6718,-8.48
753.5,6749,6721,-8.44
754,6754,6725,-8.26
754.5,6758,6728,-8.44
755,6762,6731,-8.27
755.5,6767,6734,-8.4
756,6772,6738,-8.5
756.5,6777,6741,-8.46
757,6782,6744,-8.41
757.5,6787,6747,-8.29
758,6792,6751,-8.24
758.5,6797,6754,-8.42
759,6802,6757,-8.69
759.5,6806,6760,-8.6
759.8,6809,6762,-8.74
760,6811,6764,-8.67
760.3,6814,6765,-8.71
760.5,6816,6767,-8.65
760.8,6819,6769,-8.65
761,6821,6770,-8.7
761.3,6824,6772,-8.74
761.5,6826,6773,-8.54
761.8,6829,6775,-8.46
762,6831,6778,-8.53
762.3,6834,6781,-8.69
762.5,6836,6783,-8.7
762.8,6839,6786,-8.7
763,6841,6789,-8.71
763.3,6844,6792,-8.76
763.5,6846,6795,-8.62
763.8,6848,6797,-8.71
764,6851,6800,-8.59
764.3,6853,6803,-8.68
764.5,6856,6806,-8.64
764.8,6858,6809,-8.81
765,6861,6811,-8.78
765.3,6863,6814,-8.77
765.5,6866,6817,-8.64
765.8,6868,6820,-8.88
766,6871,6823,-8.71
766.3,6873,6825,-8.82
766.5,6876,6828,-8.7
766.8,6878,6831,-8.79
767,6881,6834,-8.63
767.3,6883,6837,-8.55
767.5,6886,6839,-8.57
767.8,6888,6842,-8.53
768,6890,6845,-8.44
768.3,6893,6849,-8.66
768.5,6895,6853,-8.56
768.8,6898,6857,-8.74
769,6900,6861,-8.55
769.3,6903,6864,-8.5
769.5,6905,6868,-8.44
769.8,6908,6872,-8.73
770,6910,6876,-8.67
770.3,6913,6880,-8.76
770.5,6915,6884,-8.57
770.8,6918,6888,-8.72
771,6920,6892,-8.62
771.3,6923,6895,-8.74
771.5,6925,6899,-8.55
771.8,6927,6903,-8.79
772,6930,6907,-8.76
772.3,6932,6911,-8.8
772.5,6935,6915,-8.66
772.8,6937,6919,-8.81
773,6940,6923,-8.74
773.3,6942,6926,-8.87
773.5,6945,6930,-8.79
773.8,6947,6934,-8.83
774,6950,6938,-8.97
774.3,6952,6942,-8.92
774.5,6955,6946,-8.9
774.8,6957,6950,-8.77
775,6960,6954,-8.87
775.3,6962,6957,-8.93
775.5,6965,6961,-8.91
775.8,6967,6965,-9.01
776,6969,6969,-8.93
776.3,6972,6973,-8.94
776.5,6974,6977,-8.9
776.8,6977,6981,-9.07
777,6979,6985,-9.02
777.3,6982,6988,-9.06
777.5,6984,6992,-8.98
777.8,6987,6996,-9.05
778,6989,7000,-9.04
778.3,6992,7004,-8.99
778.5,6994,7008,-9
778.8,6997,7012,-8.99
779,6999,7016,-9.05
779.3,7002,7019,-9
779.5,7004,7023,-8.97
779.8,7007,7027,-8.97
780,7009,7031,-9.07
780.3,7012,7035,-9.14
780.5,7015,7037,-9.08
780.8,7018,7040,-9.09
781,7021,7042,-9.05
781.3,7023,7044,-9.05
781.5,7026,7047,-8.88
782,7032,7051,-8.94
782.5,7038,7056,-8.92
783,7044,7060,-8.89
783.5,7049,7065,-8.91
784,7055,7070,-8.76
784.5,7061,7074,-8.8
785,7067,7079,-8.84
785.5,7072,7083,-8.86
786,7078,7088,-8.83
786.5,7084,7093,-8.8
787,7090,7097,-8.87
787.5,7095,7102,-8.96
788,7101,7107,-9.1
788.5,7107,7111,-8.93
789,7113,7116,-8.97
789.5,7118,7120,-8.97
790,7124,7125,-8.86
790.5,7130,7130,-8.97
791,7136,7134,-8.85
791.5,7141,7139,-8.72
792,7147,7143,-8.88
792.5,7153,7148,-8.8
793,7159,7153,-8.79
793.5,7164,7157,-8.73
794,7170,7162,-8.83
794.5,7176,7167,-8.81
795,7182,7171,-8.76
795.5,7187,7176,-8.73
796,7193,7180,-8.69
796.5,7199,7185,-8.66
797,7205,7190,-8.46
797.5,7210,7194,-8.57
798,7216,7199,-8.6
798.5,7222,7203,-8.53
799,7228,7208,-8.27
799.5,7233,7213,-8.2
800,7239,7217,-8.69
800.5,7245,7222,-8.45
801,7251,7227,-8.46
801.5,7256,7231,-8.42
802,7262,7236,-8.37
802.5,7268,7240,-8.36
803,7274,7245,-8.36
803.5,7279,7250,-8.54
804,7285,7256,-8.49
804.5,7291,7261,-8.52
805,7297,7266,-8.61
805.5,7302,7272,-8.67
806,7308,7277,-8.7
806.5,7314,7282,-8.65
807,7320,7288,-8.67
807.5,7325,7293,-8.54
808,7331,7298,-8.31
808.5,7337,7304,-8.48
809,7343,7309,-8.6
809.5,7348,7314,-8.69
810,7354,7320,-8.67
810.5,7360,7325,-8.68
811,7366,7330,-8.77
811.5,7371,7336,-8.73
812,7377,7341,-8.55
812.5,7383,7346,-8.47
813,7389,7352,-8.83
813.5,7394,7357,-8.83
814,7400,7362,-8.74
814.5,7406,7368,-8.85
815,7412,7373,-8.68
815.5,7417,7378,-8.81
816,7423,7384,-8.68
816.5,7429,7389,-8.77
817,7435,7394,-8.71
817.5,7440,7400,-8.71
818,7446,7405,-8.47
818.5,7452,7410,-8.58
819,7458,7416,-8.74
819.5,7463,7421,-8.6
820,7469,7427,-8.65
820.5,7475,7432,-8.85
821,7481,7437,-8.51
821.5,7486,7443,-8.71
822,7492,7448,-8.71
822.5,7499,7453,-8.69
823,7505,7459,-8.6
823.5,7512,7464,-8.57
824,7519,7470,-8.61
824.5,7525,7475,-8.63
825,7532,7480,-8.7
825.5,7539,7486,-8.57
826,7545,7491,-8.65
826.5,7552,7497,-8.61
827,7558,7502,-8.68
827.5,7565,7507,-8.73
828,7572,7513,-8.68
828.5,7578,7518,-8.77
829,7585,7523,-8.96
829.5,7592,7529,-9.09
830,7598,7534,-8.85
830.5,7605,7540,-8.69
831,7612,7545,-8.54
831.5,7618,7552,-8.65
832,7625,7560,-8.91
832.5,7632,7567,-8.91
833,7638,7575,-8.9
833.5,7645,7582,-8.88
834,7652,7590,-8.88
834.5,7658,7597,-8.84
835,7665,7605,-8.95
835.5,7671,7612,-8.9
836,7678,7620,-8.72
836.5,7685,7627,-8.73
837,7691,7635,-8.51
837.5,7698,7642,-8.56
838,7705,7650,-8.38
838.5,7711,7657,-8.33
839,7718,7665,-8.24
839.5,7723,7672,-8.55
840,7728,7680,-8.5
840.5,7733,7687,-8.64
841,7738,7694,-8.61
841.5,7743,7702,-8.64
842,7747,7709,-8.76
842.5,7752,7717,-8.67
843,7757,7724,-8.83
843.5,7762,7732,-8.82
844,7767,7739,-8.85
844.5,7772,7747,-8.85
845,7777,7754,-8.84
845.5,7782,7762,-8.84
846,7787,7769,-8.73
846.5,7792,7777,-8.69
847,7797,7784,-8.71
847.5,7801,7792,-8.78
848,7806,7799,-8.76
848.5,7811,7807,-8.68
849,7816,7814,-8.78
849.5,7821,7822,-8.7
850,7826,7829,-8.72
850.5,7831,7837,-8.73
851,7836,7844,-8.82
851.5,7841,7851,-8.9
852,7846,7859,-8.85
852.5,7850,7866,-8.95
853,7855,7874,-8.86
853.5,7860,7881,-8.85
854,7865,7889,-8.93
854.3,7868,7893,-8.69
854.5,7870,7896,-8.73
854.8,7873,7900,-8.63
855,7875,7904,-8.71
855.3,7879,7908,-8.71
855.5,7883,7911,-8.62
855.8,7887,7915,-8.57
856,7891,7921,-8.65
856.3,7895,7927,-8.59
856.5,7900,7933,-8.74
856.8,7904,7940,-8.72
857,7908,7946,-8.85
857.3,7912,7952,-8.73
857.5,7916,7958,-8.78
857.8,7920,7964,-8.6
858,7924,7970,-8.58
858.3,7928,7976,-8.64
858.5,7932,7982,-8.79
858.8,7936,7989,-8.64
859,7940,7995,-8.72
859.3,7944,8001,-8.65
859.5,7949,8007,-8.81
859.8,7953,8013,-8.78
860,7957,8019,-8.78
860.3,7961,8025,-8.71
860.5,7965,8031,-8.84
860.8,7969,8038,-8.73
861,7973,8044,-8.7
861.3,7977,8050,-8.64
861.5,7981,8056,-8.81
861.8,7985,8062,-8.65
862,7989,8068,-8.78
862.3,7993,8074,-8.62
862.5,7998,8080,-8.62
862.8,8002,8087,-8.57
863,8006,8093,-8.37
863.3,8010,8099,-7.94
863.5,8014,8105,-7.96
863.8,8018,8107,-7.97
864,8022,8109,-8.1
864.3,8026,8112,-8.21
864.5,8030,8114,-8.28
864.8,8034,8116,-8.27
865,8038,8118,-8.4
865.3,8042,8121,-8.53
865.5,8046,8123,-8.41
865.8,8050,8125,-8.39
866,8054,8127,-8.25
866.3,8058,8129,-8.43
866.5,8062,8132,-8.5
866.8,8066,8134,-8.49
867,8070,8136,-8.37
867.3,8074,8138,-8.57
867.5,8078,8141,-8.49
867.8,8082,8143,-8.41
868,8086,8145,-8.34
868.3,8090,8150,-8.51
868.5,8094,8156,-8.35
868.8,8098,8161,-8.47
869,8102,8166,-8.48
869.3,8106,8172,-8.55
869.5,8110,8177,-8.5
869.8,8114,8182,-8.57
870,8118,8188,-8.37
870.3,8122,8193,-8.78
870.5,8125,8198,-8.33
870.8,8129,8204,-8.66
871,8133,8209,-8.42
871.3,8136,8214,-8.66
871.5,8140,8220,-8.56
871.8,8143,8225,-8.69
872,8147,8229,-8.34
872.3,8151,8233,-8.48
872.5,8154,8238,-8.26
872.8,8158,8242,-8.64
873,8162,8246,-8.48
873.5,8169,8250,-8.49
873.7,8172,8254,-8.19
874,8176,8258,-8.38
874.2,8179,8263,-8.22
874.5,8184,8267,-8.27
874.7,8186,8271,-8.27
875,8191,8275,-8.13
875.2,8194,8280,-8.27
875.5,8198,8284,-8.14
875.7,8201,8289,-8.28
876,8205,8293,-8.48
876.2,8208,8298,-8.16
876.5,8213,8302,-8.24
876.7,8216,8307,-8.24
877,8220,8311,-8.2
877.2,8223,8316,-8.39
877.5,8227,8320,-8.26
877.7,8230,8325,-8.19
878,8234,8329,-8.45
878.2,8237,8332,-8.35
878.5,8242,8336,-8.35
878.7,8245,8339,-8.27
879,8249,8343,-8.3
879.2,8251,8346,-8.48
879.5,8253,8350,-8.41
879.7,8254,8353,-8.43
880,8257,8357,-8.48
880.2,8258,8360,-8.61
880.5,8261,8364,-8.45
880.7,8262,8367,-8.53
881,8264,8372,-8.46
881.2,8266,8374,-8.48
881.5,8268,8379,-8.51
881.7,8270,8381,-8.52
882,8272,8386,-8.64
882.5,8276,8393,-8.67
883,8280,8400,-8.63
883.5,8284,8407,-8.75
884,8288,8414,-8.78
884.5,8291,8421,-8.77
885,8295,8428,-8.78
885.5,8299,8435,-8.8
886,8303,8438,-8.88
886.5,8307,8442,-8.99
887,8311,8445,-8.88
887.5,8315,8448,-8.98
888,8318,8451,-8.88
888.5,8322,8455,-8.82
889,8326,8458,-8.83
889.5,8330,8461,-8.54
890,8334,8464,-8.58
890.5,8338,8468,-8.69
891,8342,8471,-8.66
891.5,8346,8474,-8.67
892,8349,8477,-8.46
892.5,8353,8481,-8.56
893,8357,8484,-8.72
893.5,8361,8487,-8.83
894,8365,8490,-8.88
894.5,8369,8494,-8.78
895,8373,8497,-8.83
895.5,8376,8500,-8.83
896,8380,8503,-8.79
896.5,8384,8507,-8.74
897,8388,8510,-8.8
897.5,8392,8513,-8.69
898,8396,8517,-8.54
898.5,8400,8520,-8.68
899,8403,8523,-8.65
899.5,8407,8526,-8.62
900,8411,8530,-8.6
900.5,8415,8533,-8.71
901,8419,8536,-8.73
901.5,8423,8539,-8.68
902,8427,8543,-8.87
902.5,8430,8546,-8.8
903,8434,8549,-8.82
903.5,8438,8552,-8.83
904,8442,8556,-8.71
904.5,8447,8559,-8.69
905,8453,8562,-8.81
905.5,8458,8565,-8.83
906,8464,8569,-8.67
906.5,8469,8572,-8.8
907,8474,8575,-8.77
907.5,8480,8578,-8.78
908,8485,8582,-8.71
908.5,8491,8585,-8.65
909,8496,8591,-8.87
909.5,8502,8597,-9.01
910,8507,8603,-8.97
910.5,8512,8610,-9
911,8518,8616,-9.01
911.5,8523,8622,-8.85
912,8529,8628,-8.81
912.5,8534,8634,-8.6
913,8539,8640,-8.72
913.5,8545,8647,-8.69
914,8550,8653,-8.81
914.5,8556,8659,-8.6
915,8561,8665,-8.95
915.5,8567,8667,-8.8
916,8572,8669,-8.9
916.5,8577,8671,-8.75
917,8583,8673,-8.8
917.5,8588,8675,-8.8
918,8594,8677,-8.79
918.5,8599,8679,-8.84
919,8604,8682,-8.72
919.5,8610,8684,-8.78
920,8615,8686,-8.65
920.5,8621,8688,-8.84
921,8626,8690,-8.73
921.5,8631,8692,-8.77
922,8637,8694,-8.65
922.5,8642,8696,-8.74
923,8648,8698,-8.6
923.5,8653,8700,-8.65
924,8659,8702,-8.46
924.5,8664,8704,-8.62
925,8669,8706,-8.69
925.5,8675,8708,-8.63
926,8680,8711,-8.59
926.5,8686,8713,-8.63
927,8691,8715,-8.58
927.5,8693,8717,-8.33
928,8695,8719,-8.84
928.5,8698,8721,-8.79
929,8700,8723,-8.8
929.5,8702,8725,-8.87
930,8704,8727,-8.79
930.5,8706,8729,-8.81
931,8709,8732,-8.84
931.5,8711,8734,-8.72
932,8713,8736,-8.67
932.5,8715,8738,-8.76
933,8718,8741,-8.76
933.5,8720,8743,-8.72
934,8722,8745,-8.69
934.5,8724,8747,-8.71
935,8726,8749,-8.78
935.5,8729,8752,-8.79
936,8731,8754,-8.71
936.5,8733,8756,-8.59
937,8735,8758,-8.81
937.5,8737,8761,-8.74
938,8740,8763,-8.85
938.5,8742,8765,-8.61
939,8744,8768,-8.67
939.5,8746,8771,-8.72
940,8749,8774,-8.74
940.5,8751,8776,-8.7
941,8753,8779,-8.86
941.5,8755,8782,-8.96
942,8757,8785,-9.01
942.5,8760,8788,-8.91
943,8762,8791,-9.02
943.5,8764,8794,-8.9
944,8766,8796,-9.01
944.5,8768,8799,-8.83
945,8771,8802,-8.97
945.5,8773,8805,-9.02
946,8775,8808,-8.92
946.5,8777,8811,-8.94
947,8779,8814,-8.92
947.5,8782,8816,-8.97
948,8784,8819,-8.93
948.5,8786,8822,-8.98
949,8788,8825,-8.99
949.5,8791,8826,-8.94
950,8793,8826,-8.92
950.5,8795,8827,-8.86
951,8797,8828,-8.78
951.5,8799,8828,-8.75
952,8802,8829,-8.8
952.5,8804,8829,-8.71
953,8806,8830,-8.75
953.5,8808,8831,-8.67
954,8810,8831,-8.66
954.5,8813,8832,-8.6
955,8815,8833,-8.63
955.5,8817,8833,-8.54
956,8819,8834,-8.59
956.5,8822,8834,-8.47
957,8824,8835,-8.47
957.5,8826,8839,-8.58
958,8828,8843,-8.63
958.5,8830,8847,-8.68
959,8833,8851,-8.65
959.5,8835,8855,-8.69
960,8837,8860,-8.57
960.5,8839,8864,-8.65
961,8841,8868,-8.46
961.5,8844,8872,-8.79
962,8846,8876,-8.63
962.5,8848,8880,-8.5
